Code|Level_2|Fonte
Y02D  70/21|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02D  70/22|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02D  70/23|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02D  70/24|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02D  70/26|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02D  70/446|8. CLIMATE CHANGE MITIGATION IN INFORMATION AND COMMUNICATION TECHNOLOGIES ICT|CPC
Y02E  10/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation|CPC
Y02E  10/10|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.5. Geothermal energy|CPC
Y02E  10/20|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.7. Hydro energy|CPC
Y02E  10/22|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation|CPC
Y02E  10/223|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation|CPC
Y02E  10/226|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation|CPC
Y02E  10/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.6. Marine energy, e.g. using wave energy or salinity gradient|CPC
Y02E  10/40|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.2. Solar thermal energy|CPC
Y02E  10/44|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.2. Solar thermal energy|CPC
Y02E  10/46|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.2. Solar thermal energy|CPC
Y02E  10/47|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.2. Solar thermal energy|CPC
Y02E  10/50|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/52|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/541|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/542|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/543|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/544|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/545|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/546|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/547|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/548|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/549|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/56|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/563|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/566|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/58|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.3. Solar photovoltaic (PV) energy|CPC
Y02E  10/60|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.4. Solar thermal-PV hybrids|CPC
Y02E  10/70|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/72|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/722|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/723|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/725|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/727|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/728|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/74|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/76|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/763|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  10/766|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.1. Renewable energy generation; 2.1.1. Wind energy|CPC
Y02E  20/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.)|CPC
Y02E  20/12|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.1. Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)|CPC
Y02E  20/14|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.1. Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)|CPC
Y02E  20/16|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.1. Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)|CPC
Y02E  20/18|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.1. Technologies for improved output efficiency (combined heat and power, combined cycles, etc.)|CPC
Y02E  20/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.2. Technologies for improved input efficiency (efficient combustion or heat usage)|CPC
Y02E  20/32|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.2. Technologies for improved input efficiency (efficient combustion or heat usage)|CPC
Y02E  20/326|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.2. Technologies for improved input efficiency (efficient combustion or heat usage)|CPC
Y02E  20/34|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.2. Technologies for improved input efficiency (efficient combustion or heat usage)|CPC
Y02E  20/344|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.3. Combustion technologies with mitigation potential (e.g. using fossil fuels, biomass, waste, etc.); 2.3.2. Technologies for improved input efficiency (efficient combustion or heat usage)|CPC
Y02E  30/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  30/10|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy; 2.4.1. Nuclear fusion reactors|CPC
Y02E  30/16|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  30/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy; 2.4.2. Nuclear fission reactors|CPC
Y02E  30/31|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  30/32|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  30/34|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  30/38|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.4. Nuclear energy|CPC
Y02E  40/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution|CPC
Y02E  40/10|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.3. Not elsewhere classified|CPC
Y02E  40/20|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.3. Not elsewhere classified|CPC
Y02E  40/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.3. Not elsewhere classified|CPC
Y02E  40/40|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.3. Not elsewhere classified|CPC
Y02E  40/50|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.3. Not elsewhere classified|CPC
Y02E  40/60|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.1. Superconducting electric elements or equipment|CPC
Y02E  40/70|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.5. Technologies for an efficient electrical power generation, transmission or distribution; 2.5.2. Smart grids as climate change mitigation technology in the energy generation sector|CPC
Y02E  50/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin|CPC
Y02E  50/10|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin; 2.2.1. Biofuels, e.g. bio-diesel|CPC
Y02E  50/14|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin|CPC
Y02E  50/15|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin|CPC
Y02E  50/17|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin|CPC
Y02E  50/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.2.  Energy generation from fuels of non-fossil origin; 2.2.2. Fuel from waste, e.g. synthetic alcohol or diesel|CPC
Y02E  60/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/10|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.1.1. Batteries|CPC
Y02E  60/122|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/124|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/13|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.1.2. Capacitors|CPC
Y02E  60/14|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.1.3. Thermal energy storage|CPC
Y02E  60/15|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/16|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.1.4. Mechanical energy storage, e.g. flywheels or pressurised fluids|CPC
Y02E  60/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.2. Hydrogen technology|CPC
Y02E  60/32|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.2. Hydrogen technology|CPC
Y02E  60/324|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/327|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/34|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.2. Hydrogen technology|CPC
Y02E  60/36|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.2. Hydrogen technology|CPC
Y02E  60/50|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.3. Fuel cells|CPC
Y02E  60/523|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/60|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation); 2.6.4. High-voltage direct current transmission|CPC
Y02E  60/7807|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/7815|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/7838|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/7853|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/7861|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  60/7869|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.6. Enabling technologies (technologies with potential or indirect contribution to GHG emission mitigation)|CPC
Y02E  70/00|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.7. Other energy conversion or management systems reducing GHG emissions|CPC
Y02E  70/30|2. Climate change mitigation technologies related to energy generation, transmission or distribution; 2.7. Other energy conversion or management systems reducing GHG emissions|CPC
Y02P  10/10|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.1. Reduction of greenhouse gas GHG emissions|CPC
Y02P  10/122|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.1. Reduction of greenhouse gas GHG emissions|CPC
Y02P  10/134|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.1. Reduction of greenhouse gas GHG emissions|CPC
Y02P  10/143|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.1. Reduction of greenhouse gas GHG emissions|CPC
Y02P  10/146|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.1. Reduction of greenhouse gas GHG emissions|CPC
Y02P  10/20|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.2. Process efficiency|CPC
Y02P  10/212|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING|CPC
Y02P  10/25|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.2. Process efficiency|CPC
Y02P  10/32|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.1.  TECHNOLOGIES RELATED TO METAL PROCESSING; 7.1.2. Process efficiency|CPC
Y02P  20/00|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/10|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.1. Process efficiency in chemical industry|CPC
Y02P  20/129|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.1. Process efficiency in chemical industry|CPC
Y02P  20/133|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.1. Process efficiency in chemical industry|CPC
Y02P  20/141|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.2. Feedstock|CPC
Y02P  20/143|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.2. Feedstock|CPC
Y02P  20/145|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.2. Feedstock|CPC
Y02P  20/151|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.3. Reduction of greenhouse gas GHG emissions, e.g. CO2|CPC
Y02P  20/155|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.3. Reduction of greenhouse gas GHG emissions, e.g. CO2|CPC
Y02P  20/156|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.3. Reduction of greenhouse gas GHG emissions, e.g. CO2|CPC
Y02P  20/20|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.4. Improvements relating to chlorine production|CPC
Y02P  20/30|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.5. Improvements relating to adipic acid or caprolactam production|CPC
Y02P  20/40|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.6. Improvements relating to fluorochloro hydrocarbon, e.g. chlorodifluoromethane HCFC-22 production|CPC
Y02P  20/50|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY; 7.2.7. Improvements relating to the production of bulk chemicals|CPC
Y02P  20/52|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/54|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/55|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/57|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/582|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/584|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  20/59|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.2. TECHNOLOGIES RELATING TO CHEMICAL INDUSTRY|CPC
Y02P  30/00|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.3. TECHNOLOGIES RELATING TO OIL REFINING AND PETROCHEMICAL INDUSTRY|CPC
Y02P  30/20|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.3. TECHNOLOGIES RELATING TO OIL REFINING AND PETROCHEMICAL INDUSTRY; 7.3.1. Bio-feedstock|CPC
Y02P  30/40|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.3. TECHNOLOGIES RELATING TO OIL REFINING AND PETROCHEMICAL INDUSTRY; 7.3.2. Ethylene production|CPC
Y02P  40/00|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS|CPC
Y02P  40/10|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.1. Production of cement|CPC
Y02P  40/121|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.1. Production of cement|CPC
Y02P  40/125|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.1. Production of cement|CPC
Y02P  40/18|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.1. Production of cement|CPC
Y02P  40/40|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.2. Production or processing of lime|CPC
Y02P  40/45|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.2. Production or processing of lime|CPC
Y02P  40/50|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.3. Glass production|CPC
Y02P  40/57|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS; 7.4.3. Glass production|CPC
Y02P  40/60|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.4. TECHNOLOGIES RELATING TO THE PROCESSING OF MINERALS|CPC
Y02P  60/00|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.5. TECHNOLOGIES RELATING TO AGRICULTURE, LIVESTOCK OR AGROALIMENTARY INDUSTRIES|CPC
Y02P  60/12|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.5. TECHNOLOGIES RELATING TO AGRICULTURE, LIVESTOCK OR AGROALIMENTARY INDUSTRIES; 7.5.1. Using renewable energies, e.g. solar water pumping|CPC
Y02P  60/14|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.5. TECHNOLOGIES RELATING TO AGRICULTURE, LIVESTOCK OR AGROALIMENTARY INDUSTRIES; 7.5.2. Measures for saving energy, e.g. in green houses|CPC
Y02P  60/20|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.5. TECHNOLOGIES RELATING TO AGRICULTURE, LIVESTOCK OR AGROALIMENTARY INDUSTRIES; 7.5.3. Reduction of greenhouse gas GHG emissions in agriculture|CPC
Y02P  60/21|7. CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS; 7.5. TECHNOLOGIES RELATING TO AGRICULTURE, LIVESTOCK OR AGROALIMENTARY INDUSTRIES; 7.5.3. Reduction of greenhouse gas GHG emissions in agriculture|CPC
